(0, 179941861)
(644, 783506293)
(391, 940140870)
(138, 1390917384)
(529, 357634409)
(276, 828773028)
(23, 970886286)
(667, 1071588206)
(414, 375137925)
(161, 1689217839)
(552, 418379331)
(299, 1004084084)
(46, 640751957)
(690, 1215416902)
(437, 644182852)
(184, 1658468485)
(575, 1055590923)
(322, 1004567110)
(69, 613240226)
(713, 1396904718)
(460, 215044948)
(207, 1281285408)
(598, 246484021)
(345, 1441246788)
(92, 802596550)
(736, 658096047)
(483, 98517367)
(230, 1168435045)
(621, 778327376)
(368, 1658067945)
(115, 947162909)
(506, 153282048)
(253, 952238703)
(1, 177489247)
(645, 276772576)
(392, 1232181924)
(139, 1034553264)
(530, 165143683)
(277, 1462259673)
(24, 317109093)
(668, 834929976)
(415, 1533183507)
(162, 1109668821)
(553, 97691097)
(300, 1485470932)
(47, 805798687)
(691, 926019246)
(438, 567535624)
(185, 1946679071)
(576, 517304422)
(323, 1443872448)
(70, 257868672)
(714, 930207229)
(461, 303812297)
(208, 1502322851)
(599, 948913786)
(346, 1153543754)
(93, 691580117)
(737, 1004830735)
(484, 122540498)
(231, 1042146054)
(622, 403646669)
(369, 665709169)
(116, 1048100191)
(507, 188370076)
(254, 1309854593)
(2, 316395034)
(646, 689572360)
(393, 910778748)
(140, 908490437)
(531, 136242309)
(278, 1530559313)
(25, 498475107)
(669, 776380582)
(416, 1100711905)
(163, 923271061)
(554, 161846738)
(301, 1573147165)
(48, 288093257)
(692, 1046640018)
(439, 1537116172)
(186, 1628524817)
(577, 90737216)
(324, 1608182642)
(71, 926894776)
(715, 881454923)
(462, 461097180)
(209, 1086433556)
(600, 1161166476)
(347, 1161874778)
(94, 669971261)
(738, 1799130241)
(485, 203173937)
(232, 894246917)
(623, 1792222179)
(370, 1053370699)
(117, 597361448)
(508, 106644872)
(255, 957071758)
(256, 1466269908)
(3, 113906879)
(647, 754892930)
(394, 900345105)
(141, 872676748)
(532, 261339860)
(279, 837971375)
(26, 454088315)
(670, 475743259)
(417, 1570732827)
(164, 1464592051)
(555, 62481437)
(302, 912595441)
(49, 360502015)
(693, 630674003)
(440, 854437297)
(187, 954142312)
(578, 384557936)
(325, 1250083458)
(72, 185231577)
(716, 980605755)
(463, 1654138280)
(210, 902354153)
(601, 541688022)
(348, 1225629435)
(95, 613483463)
(739, 735583379)
(486, 464782797)
(233, 918138554)
(624, 1168637904)
(371, 1030860626)
(118, 270692061)
(509, 378924587)
(257, 1277696259)
(4, 137431467)
(648, 912557005)
(395, 1147750352)
(142, 325198820)
(533, 370868792)
(280, 1382965090)
(27, 110606107)
(671, 767507513)
(418, 997486463)
(165, 857030304)
(556, 152909665)
(303, 1276713550)
(50, 196585251)
(694, 336906029)
(441, 1180078274)
(188, 1027050723)
(579, 72331084)
(326, 1495716025)
(73, 136258431)
(717, 503780021)
(464, 1068925285)
(211, 924431552)
(602, 84310304)
(349, 1083256034)
(96, 258990228)
(740, 858768911)
(487, 1662982767)
(234, 1258733985)
(625, 526594713)
(372, 1124960912)
(119, 623415374)
(510, 559845496)
(258, 1546149222)
(5, 530950016)
(649, 202525207)
(396, 723858118)
(143, 488092793)
(534, 404049039)
(281, 1197621103)
(28, 130426559)
(672, 411037825)
(419, 1138398634)
(166, 587565522)
(557, 159820774)
(304, 871952247)
(51, 109939954)
(695, 676270469)
(442, 1189690916)
(189, 813842107)
(580, 56557362)
(327, 1272084272)
(74, 603634609)
(718, 359253930)
(465, 766491016)
(212, 897072843)
(603, 458888141)
(350, 1141933424)
(97, 156309133)
(741, 663727415)
(488, 1459102167)
(235, 1133754663)
(626, 101159143)
(373, 1042799426)
(120, 397018260)
(511, 1601133263)
(512, 1193837670)
(259, 1365244743)
(6, 282372358)
(650, 111037711)
(397, 1543945669)
(144, 248908191)
(535, 1297412980)
(282, 1385744188)
(29, 231108413)
(673, 228817119)
(420, 822486161)
(167, 1063693706)
(558, 341109079)
(305, 1986900089)
(52, 85610769)
(696, 453584097)
(443, 1088100497)
