(0, 477367)
(644, 939648978)
(391, 539618369)
(138, 219882053)
(529, 316417588)
(276, 292647833)
(23, 35382262)
(667, 884334908)
(414, 386489399)
(161, 244809381)
(552, 421650925)
(299, 293243737)
(46, 62268555)
(690, 1058910107)
(437, 266189171)
(184, 255734684)
(575, 859550943)
(322, 381966323)
(69, 97304377)
(713, 1191822816)
(460, 260288318)
(207, 281632114)
(598, 749795488)
(345, 488850882)
(92, 122582571)
(736, 1238195072)
(483, 243649824)
(230, 336073142)
(621, 762980966)
(368, 449736111)
(115, 163379798)
(506, 282610842)
(253, 274683017)
(1, 1018391)
(645, 771537801)
(392, 467703848)
(139, 221518496)
(530, 318919104)
(277, 308694819)
(24, 20543342)
(668, 940963803)
(415, 652020404)
(162, 246292129)
(553, 324779511)
(300, 328879190)
(47, 83185789)
(691, 1087860188)
(438, 431009273)
(185, 259097299)
(576, 429569206)
(323, 350573989)
(70, 94602546)
(714, 1116343048)
(461, 328956942)
(208, 282978960)
(599, 914857641)
(346, 389138102)
(93, 126546209)
(737, 1197402626)
(484, 331420817)
(231, 305853037)
(622, 768652864)
(369, 489522421)
(116, 158579752)
(507, 253957368)
(254, 318786462)
(2, 1649669)
(646, 819225249)
(393, 490153079)
(140, 201782456)
(531, 304238596)
(278, 293734352)
(25, 19969801)
(669, 932717180)
(416, 578762612)
(163, 260190841)
(554, 325388017)
(301, 296314815)
(48, 46956107)
(692, 877570433)
(439, 756118876)
(186, 276003789)
(577, 357576558)
(324, 338795666)
(71, 94244099)
(715, 1156519741)
(462, 449546249)
(209, 270788218)
(600, 482061611)
(347, 382835627)
(94, 108206184)
(738, 1353239217)
(485, 349583910)
(232, 297105121)
(623, 875173232)
(370, 460181975)
(117, 150587876)
(508, 302045133)
(255, 297090826)
(256, 314017721)
(3, 1875459)
(647, 911198281)
(394, 526907812)
(141, 165029984)
(532, 293282720)
(279, 290774881)
(26, 14710918)
(670, 745841269)
(417, 530566352)
(164, 255846212)
(555, 281962745)
(302, 315807161)
(49, 39912305)
(693, 863824881)
(440, 667583163)
(187, 294912498)
(578, 237398807)
(325, 380877819)
(72, 55330423)
(716, 1155567934)
(463, 770651697)
(210, 303825814)
(601, 335646442)
(348, 387691107)
(95, 137259390)
(739, 1410946111)
(486, 490399983)
(233, 327822365)
(624, 413639114)
(371, 502829353)
(118, 153994447)
(509, 308157745)
(257, 407947585)
(4, 2294087)
(648, 483257689)
(395, 518264715)
(142, 156466355)
(533, 326528917)
(280, 364594696)
(27, 15146224)
(671, 923191019)
(418, 438411708)
(165, 232973002)
(556, 286477910)
(303, 317965966)
(50, 45943409)
(694, 887530281)
(441, 581669774)
(188, 251782477)
(579, 264954660)
(326, 366698807)
(73, 39935326)
(717, 960843189)
(464, 675536690)
(211, 304626159)
(602, 368724731)
(349, 396349518)
(96, 73630426)
(740, 1308910771)
(487, 691320547)
(234, 314890263)
(625, 355754196)
(372, 557869855)
(119, 167105703)
(510, 499909188)
(258, 417839409)
(5, 3913757)
(649, 367113659)
(396, 466752380)
(143, 187277903)
(534, 402132333)
(281, 450979624)
(28, 17040064)
(672, 486584391)
(419, 403217285)
(166, 183984260)
(557, 268963574)
(304, 362858272)
(51, 33553043)
(695, 1046325888)
(442, 493804802)
(189, 213515388)
(580, 269569303)
(327, 307727606)
(74, 39942653)
(718, 869074341)
(465, 561394390)
(212, 325076711)
(603, 302014385)
(350, 383560468)
(97, 63874284)
(741, 1147804477)
(488, 648911850)
(235, 360324765)
(626, 295441716)
(373, 551259115)
(120, 91972097)
(511, 854314321)
(512, 690015277)
(259, 423171479)
(6, 6343285)
(650, 332530287)
(397, 499462929)
(144, 101415961)
(535, 740099657)
(282, 435313982)
(29, 19356925)
(673, 509139665)
(420, 383008897)
(167, 246375232)
(558, 438292615)
(305, 488314720)
(52, 27422067)
(696, 649389618)
(443, 605081642)
(190, 216663057)
(581, 345419926)
(328, 398550275)
(75, 39959557)
(719, 1079902468)
(466, 560919983)
(213, 332013780)
(604, 335161855)
(351, 340421595)
(98, 76220732)
(742, 895472292)
(489, 600893671)
(236, 332834775)
(627, 372737007)
(374, 533909869)
(121, 81779943)
(513, 769015873)
(260, 419171296)
(7, 12227180)
(651, 255642180)
(398, 503535830)
(145, 94804668)
(536, 714607017)
(283, 497062258)
(30, 23171090)
(674, 356908684)
(421, 386946934)
(168, 154058714)
(559, 761213318)
(306, 523020439)
(53, 35281094)
(697, 489638525)
(444, 521663861)
(191, 270701639)
(582, 637524111)
(329, 502951497)
(76, 46007650)
(720, 625035567)
(467, 513301698)
(214, 295686967)
(605, 407646976)
(352, 401055340)
(99, 69839966)
(743, 668973691)
(490, 621572665)
(237, 290711074)
(628, 411772459)
(375, 460987572)
(122, 80269870)
(514, 655704421)
(261, 371820563)
(8, 11710592)
(652, 328873002)
(399, 478938315)
(146, 92274734)
(537, 795291730)
(284, 452698961)
(31, 47332949)
(675, 452311912)
(422, 488256027)
(169, 118929232)
(560, 633589821)
(307, 502553981)
(54, 49841111)
(698, 475226633)
(445, 490762530)
(192, 136495297)
(583, 921987510)
(330, 587746520)
(77, 51637487)
(721, 451929435)
(468, 499260547)
(215, 335726738)
(606, 696558839)
(353, 516719792)
(100, 65116185)
(491, 559129999)
(238, 267862705)
(629, 369373745)
(376, 462173683)
(123, 75117342)
(515, 556746428)
(262, 308946131)
(9, 12086019)
(653, 489403539)
(400, 549344856)
(147, 74862622)
(538, 825780259)
(285, 406963713)
(32, 40460534)
(676, 448138143)
(423, 510758003)
(170, 87154759)
(561, 739815863)
(308, 506394084)
(55, 88127930)
(699, 405423525)
(446, 503109984)
(193, 100322835)
(584, 839547926)
(331, 482117090)
(78, 73782360)
(722, 473361752)
(469, 527365645)
(216, 219752662)
(607, 1082392645)
(354, 486232915)
(101, 74906901)
(492, 540783634)
(239, 300671458)
(630, 667361838)
(377, 489250777)
(124, 72604490)
(516, 622876643)
(263, 355472738)
(10, 12824045)
(654, 631480120)
(401, 575264982)
(148, 75390425)
(539, 815749276)
(286, 350622106)
(33, 49830991)
(677, 470734896)
(424, 505879354)
(171, 98158519)
(562, 753286562)
(309, 435652619)
(56, 65091250)
(700, 345493113)
(447, 483303595)
(194, 132343732)
(585, 684989631)
(332, 446493487)
(79, 135213960)
(723, 385490156)
(470, 481007875)
(217, 210664207)
(608, 876204002)
(355, 496602925)
(102, 101485192)
(493, 492114870)
(240, 184380878)
(631, 1097868298)
(378, 536869231)
(125, 93999854)
(517, 624099154)
(264, 202802089)
(11, 13353838)
(655, 1106548240)
(402, 549170530)
(149, 94746761)
(540, 729653006)
(287, 433387372)
(34, 54514280)
(678, 752354539)
(425, 686240495)
(172, 101233138)
(563, 821576086)
(310, 393437060)
(57, 76362502)
(701, 459638057)
(448, 644259542)
(195, 135165983)
(586, 648196578)
(333, 429776641)
(80, 109819946)
(724, 276467723)
(471, 461691331)
(218, 138432546)
(609, 796491547)
(356, 465883664)
(103, 186484051)
(494, 566104431)
(241, 155626276)
(632, 851558477)
(379, 512285504)
(126, 134377244)
(518, 559979354)
(265, 167237498)
(12, 16573522)
(656, 881511760)
(403, 572352939)
(150, 151695368)
(541, 826539259)
(288, 185925743)
(35, 49087600)
(679, 1262015369)
(426, 807632111)
(173, 103074013)
(564, 831216261)
(311, 504355642)
(58, 83621037)
(702, 667684025)
(449, 648937147)
(196, 107550460)
(587, 727543031)
(334, 416644135)
(81, 98851495)
(725, 438795113)
(472, 544326395)
(219, 158838937)
(610, 729614675)
(357, 449117972)
(104, 154220665)
(495, 638623875)
(242, 158026200)
(633, 750332523)
(380, 431497740)
(127, 219719646)
(128, 179451576)
(519, 557314603)
(266, 144864863)
(13, 14621274)
(657, 802395385)
(404, 530042542)
(151, 264916286)
(542, 658129826)
(289, 190704197)
(36, 45447248)
(680, 903914459)
(427, 680240710)
(174, 190345469)
(565, 714578039)
(312, 218210205)
(59, 79225230)
(703, 1023026000)
(450, 720100545)
(197, 126566586)
(588, 660996300)
(335, 465967835)
(82, 92087457)
(726, 606783873)
(473, 666517943)
(220, 134931326)
(611, 757264544)
(358, 440060556)
(105, 129140321)
(496, 656002652)
(243, 146374749)
(634, 774313238)
(381, 502629678)
(129, 176695879)
(520, 614623581)
(267, 170457977)
(14, 19008259)
(658, 663747535)
(405, 509497051)
(152, 195994779)
(543, 741546504)
(290, 168374256)
(37, 48903092)
(681, 816956537)
(428, 632463200)
(175, 329044312)
(566, 791269303)
(313, 180549345)
(60, 72123745)
(704, 938405606)
(451, 734644420)
(198, 177920952)
(589, 736423631)
(336, 236196487)
(83, 91997871)
(727, 1115524742)
(474, 679848173)
(221, 156286835)
(612, 663691976)
(359, 518768583)
(106, 125767562)
(497, 741489518)
(244, 147894413)
(635, 713776149)
(382, 453005574)
(130, 142336898)
